WHO_REGION,ISO_2_CODE,ADM1_NAME,ADM0_NAME,ADM1_CODE,ADM0_CODE,STARTDATE,ENDDATE,GUID,ISO_3_CODE,WHO_CODE,ADM1_ALTNA,ADM1_ALTCO,LVL,WHO_STATUS,UN_CODE,UNICEF_REG,CENTER_LON,CENTER_LAT,ADM1_VIZ_N,ADM0_GUID,NOTES,ADM0_VIZ_N,ADM1_PCODE,ADM0_PCODE,ADM1_SHAPE,ADM0_SHAPE,WHO_SUBREG,GlobalID,CODE,dates,rainfall
AFRO,ET,BENESHANGUL GUMUZ,ETHIOPIA,ET001015000000000000,ET001000000000000000,2019-01-01,9999-12-31,6c1155ab-0490-4454-a8ab-3ca4ff0078e5,ETH,ETH,BENISHANGUL GUMUZ,BEN,1,Member state,231,ESARO,35.4413870494,10.5241670605,Beneshangul Gumuz,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,1cb5bf86-f75b-4e68-b01a-f91e0f745f40,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,61a169a4-263d-417d-8815-ad6a807762f8,{6C1155AB-0490-4454-A8AB-3CA4FF0078E5},2014-06-01,187.44167232684237
AFRO,ET,BENESHANGUL GUMUZ,ETHIOPIA,ET001015000000000000,ET001000000000000000,2019-01-01,9999-12-31,6c1155ab-0490-4454-a8ab-3ca4ff0078e5,ETH,ETH,BENISHANGUL GUMUZ,BEN,1,Member state,231,ESARO,35.4413870494,10.5241670605,Beneshangul Gumuz,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,1cb5bf86-f75b-4e68-b01a-f91e0f745f40,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,61a169a4-263d-417d-8815-ad6a807762f8,{6C1155AB-0490-4454-A8AB-3CA4FF0078E5},2014-07-01,226.37656435838392
AFRO,ET,BENESHANGUL GUMUZ,ETHIOPIA,ET001015000000000000,ET001000000000000000,2019-01-01,9999-12-31,6c1155ab-0490-4454-a8ab-3ca4ff0078e5,ETH,ETH,BENISHANGUL GUMUZ,BEN,1,Member state,231,ESARO,35.4413870494,10.5241670605,Beneshangul Gumuz,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,1cb5bf86-f75b-4e68-b01a-f91e0f745f40,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,61a169a4-263d-417d-8815-ad6a807762f8,{6C1155AB-0490-4454-A8AB-3CA4FF0078E5},2014-08-01,248.64739942863747
AFRO,ET,BENESHANGUL GUMUZ,ETHIOPIA,ET001015000000000000,ET001000000000000000,2019-01-01,9999-12-31,6c1155ab-0490-4454-a8ab-3ca4ff0078e5,ETH,ETH,BENISHANGUL GUMUZ,BEN,1,Member state,231,ESARO,35.4413870494,10.5241670605,Beneshangul Gumuz,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,1cb5bf86-f75b-4e68-b01a-f91e0f745f40,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,61a169a4-263d-417d-8815-ad6a807762f8,{6C1155AB-0490-4454-A8AB-3CA4FF0078E5},2014-09-01,225.1461712692032
AFRO,ET,BENESHANGUL GUMUZ,ETHIOPIA,ET001015000000000000,ET001000000000000000,2019-01-01,9999-12-31,6c1155ab-0490-4454-a8ab-3ca4ff0078e5,ETH,ETH,BENISHANGUL GUMUZ,BEN,1,Member state,231,ESARO,35.4413870494,10.5241670605,Beneshangul Gumuz,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,1cb5bf86-f75b-4e68-b01a-f91e0f745f40,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,61a169a4-263d-417d-8815-ad6a807762f8,{6C1155AB-0490-4454-A8AB-3CA4FF0078E5},2014-10-01,132.0207120297557
AFRO,ET,BENESHANGUL GUMUZ,ETHIOPIA,ET001015000000000000,ET001000000000000000,2019-01-01,9999-12-31,6c1155ab-0490-4454-a8ab-3ca4ff0078e5,ETH,ETH,BENISHANGUL GUMUZ,BEN,1,Member state,231,ESARO,35.4413870494,10.5241670605,Beneshangul Gumuz,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,1cb5bf86-f75b-4e68-b01a-f91e0f745f40,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,61a169a4-263d-417d-8815-ad6a807762f8,{6C1155AB-0490-4454-A8AB-3CA4FF0078E5},2014-11-01,13.016995074001564
AFRO,ET,BENESHANGUL GUMUZ,ETHIOPIA,ET001015000000000000,ET001000000000000000,2019-01-01,9999-12-31,6c1155ab-0490-4454-a8ab-3ca4ff0078e5,ETH,ETH,BENISHANGUL GUMUZ,BEN,1,Member state,231,ESARO,35.4413870494,10.5241670605,Beneshangul Gumuz,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,1cb5bf86-f75b-4e68-b01a-f91e0f745f40,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,61a169a4-263d-417d-8815-ad6a807762f8,{6C1155AB-0490-4454-A8AB-3CA4FF0078E5},2014-12-01,1.7478014616023363
AFRO,ET,DIRE DAWA,ETHIOPIA,ET001016000000000000,ET001000000000000000,2019-01-01,9999-12-31,14e9f71b-53c4-4691-b493-44ea9dd6024e,ETH,ETH,NA,DIR,1,Member state,231,ESARO,41.973802393,9.58223098271,Dire Dawa,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,01620448-be58-4b1a-bc26-58991b5fb3a2,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,156dc2e8-cfa9-42bd-852c-6a55d6d18a63,{14E9F71B-53C4-4691-B493-44EA9DD6024E},2014-01-01,6.906999061504999
AFRO,ET,DIRE DAWA,ETHIOPIA,ET001016000000000000,ET001000000000000000,2019-01-01,9999-12-31,14e9f71b-53c4-4691-b493-44ea9dd6024e,ETH,ETH,NA,DIR,1,Member state,231,ESARO,41.973802393,9.58223098271,Dire Dawa,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,01620448-be58-4b1a-bc26-58991b5fb3a2,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,156dc2e8-cfa9-42bd-852c-6a55d6d18a63,{14E9F71B-53C4-4691-B493-44EA9DD6024E},2014-02-01,13.010160401463509
AFRO,ET,DIRE DAWA,ETHIOPIA,ET001016000000000000,ET001000000000000000,2019-01-01,9999-12-31,14e9f71b-53c4-4691-b493-44ea9dd6024e,ETH,ETH,NA,DIR,1,Member state,231,ESARO,41.973802393,9.58223098271,Dire Dawa,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,01620448-be58-4b1a-bc26-58991b5fb3a2,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,156dc2e8-cfa9-42bd-852c-6a55d6d18a63,{14E9F71B-53C4-4691-B493-44EA9DD6024E},2014-03-01,102.08008448282877
AFRO,ET,DIRE DAWA,ETHIOPIA,ET001016000000000000,ET001000000000000000,2019-01-01,9999-12-31,14e9f71b-53c4-4691-b493-44ea9dd6024e,ETH,ETH,NA,DIR,1,Member state,231,ESARO,41.973802393,9.58223098271,Dire Dawa,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,01620448-be58-4b1a-bc26-58991b5fb3a2,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,156dc2e8-cfa9-42bd-852c-6a55d6d18a63,{14E9F71B-53C4-4691-B493-44EA9DD6024E},2014-04-01,118.11945708592734
AFRO,ET,DIRE DAWA,ETHIOPIA,ET001016000000000000,ET001000000000000000,2019-01-01,9999-12-31,14e9f71b-53c4-4691-b493-44ea9dd6024e,ETH,ETH,NA,DIR,1,Member state,231,ESARO,41.973802393,9.58223098271,Dire Dawa,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,01620448-be58-4b1a-bc26-58991b5fb3a2,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,156dc2e8-cfa9-42bd-852c-6a55d6d18a63,{14E9F71B-53C4-4691-B493-44EA9DD6024E},2014-05-01,65.42655054728189
AFRO,ET,DIRE DAWA,ETHIOPIA,ET001016000000000000,ET001000000000000000,2019-01-01,9999-12-31,14e9f71b-53c4-4691-b493-44ea9dd6024e,ETH,ETH,NA,DIR,1,Member state,231,ESARO,41.973802393,9.58223098271,Dire Dawa,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,01620448-be58-4b1a-bc26-58991b5fb3a2,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,156dc2e8-cfa9-42bd-852c-6a55d6d18a63,{14E9F71B-53C4-4691-B493-44EA9DD6024E},2014-06-01,16.266003588835396
AFRO,ET,DIRE DAWA,ETHIOPIA,ET001016000000000000,ET001000000000000000,2019-01-01,9999-12-31,14e9f71b-53c4-4691-b493-44ea9dd6024e,ETH,ETH,NA,DIR,1,Member state,231,ESARO,41.973802393,9.58223098271,Dire Dawa,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,01620448-be58-4b1a-bc26-58991b5fb3a2,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,156dc2e8-cfa9-42bd-852c-6a55d6d18a63,{14E9F71B-53C4-4691-B493-44EA9DD6024E},2014-07-01,101.07644240061441
AFRO,ET,DIRE DAWA,ETHIOPIA,ET001016000000000000,ET001000000000000000,2019-01-01,9999-12-31,14e9f71b-53c4-4691-b493-44ea9dd6024e,ETH,ETH,NA,DIR,1,Member state,231,ESARO,41.973802393,9.58223098271,Dire Dawa,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,01620448-be58-4b1a-bc26-58991b5fb3a2,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,156dc2e8-cfa9-42bd-852c-6a55d6d18a63,{14E9F71B-53C4-4691-B493-44EA9DD6024E},2014-08-01,135.4297278722127
AFRO,ET,DIRE DAWA,ETHIOPIA,ET001016000000000000,ET001000000000000000,2019-01-01,9999-12-31,14e9f71b-53c4-4691-b493-44ea9dd6024e,ETH,ETH,NA,DIR,1,Member state,231,ESARO,41.973802393,9.58223098271,Dire Dawa,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,01620448-be58-4b1a-bc26-58991b5fb3a2,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,156dc2e8-cfa9-42bd-852c-6a55d6d18a63,{14E9F71B-53C4-4691-B493-44EA9DD6024E},2014-09-01,233.1515719095866
AFRO,ET,DIRE DAWA,ETHIOPIA,ET001016000000000000,ET001000000000000000,2019-01-01,9999-12-31,14e9f71b-53c4-4691-b493-44ea9dd6024e,ETH,ETH,NA,DIR,1,Member state,231,ESARO,41.973802393,9.58223098271,Dire Dawa,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,01620448-be58-4b1a-bc26-58991b5fb3a2,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,156dc2e8-cfa9-42bd-852c-6a55d6d18a63,{14E9F71B-53C4-4691-B493-44EA9DD6024E},2014-10-01,85.51452358563742
AFRO,ET,DIRE DAWA,ETHIOPIA,ET001016000000000000,ET001000000000000000,2019-01-01,9999-12-31,14e9f71b-53c4-4691-b493-44ea9dd6024e,ETH,ETH,NA,DIR,1,Member state,231,ESARO,41.973802393,9.58223098271,Dire Dawa,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,01620448-be58-4b1a-bc26-58991b5fb3a2,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,156dc2e8-cfa9-42bd-852c-6a55d6d18a63,{14E9F71B-53C4-4691-B493-44EA9DD6024E},2014-11-01,12.165754497051239
AFRO,ET,DIRE DAWA,ETHIOPIA,ET001016000000000000,ET001000000000000000,2019-01-01,9999-12-31,14e9f71b-53c4-4691-b493-44ea9dd6024e,ETH,ETH,NA,DIR,1,Member state,231,ESARO,41.973802393,9.58223098271,Dire Dawa,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,01620448-be58-4b1a-bc26-58991b5fb3a2,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,156dc2e8-cfa9-42bd-852c-6a55d6d18a63,{14E9F71B-53C4-4691-B493-44EA9DD6024E},2014-12-01,3.530099019408226
AFRO,ET,GAMBELLA,ETHIOPIA,ET001017000000000000,ET001000000000000000,2019-01-01,9999-12-31,a327b900-d802-477f-8b46-50fb89fecf6e,ETH,ETH,NA,GAM,1,Member state,231,ESARO,34.32895226,7.67603842369,Gambella,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,0c840fdb-62ad-463b-b05b-2fce3c4c86bf,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,d4bd6f1b-48b0-4b4f-9bda-2537b2779a79,{A327B900-D802-477F-8B46-50FB89FECF6E},2014-01-01,5.982622786293512
AFRO,ET,GAMBELLA,ETHIOPIA,ET001017000000000000,ET001000000000000000,2019-01-01,9999-12-31,a327b900-d802-477f-8b46-50fb89fecf6e,ETH,ETH,NA,GAM,1,Member state,231,ESARO,34.32895226,7.67603842369,Gambella,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,0c840fdb-62ad-463b-b05b-2fce3c4c86bf,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,d4bd6f1b-48b0-4b4f-9bda-2537b2779a79,{A327B900-D802-477F-8B46-50FB89FECF6E},2014-02-01,10.686424209688024
AFRO,ET,GAMBELLA,ETHIOPIA,ET001017000000000000,ET001000000000000000,2019-01-01,9999-12-31,a327b900-d802-477f-8b46-50fb89fecf6e,ETH,ETH,NA,GAM,1,Member state,231,ESARO,34.32895226,7.67603842369,Gambella,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,0c840fdb-62ad-463b-b05b-2fce3c4c86bf,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,d4bd6f1b-48b0-4b4f-9bda-2537b2779a79,{A327B900-D802-477F-8B46-50FB89FECF6E},2014-03-01,53.58239666969189
AFRO,ET,GAMBELLA,ETHIOPIA,ET001017000000000000,ET001000000000000000,2019-01-01,9999-12-31,a327b900-d802-477f-8b46-50fb89fecf6e,ETH,ETH,NA,GAM,1,Member state,231,ESARO,34.32895226,7.67603842369,Gambella,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,0c840fdb-62ad-463b-b05b-2fce3c4c86bf,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,d4bd6f1b-48b0-4b4f-9bda-2537b2779a79,{A327B900-D802-477F-8B46-50FB89FECF6E},2014-04-01,113.49131487280226
AFRO,ET,GAMBELLA,ETHIOPIA,ET001017000000000000,ET001000000000000000,2019-01-01,9999-12-31,a327b900-d802-477f-8b46-50fb89fecf6e,ETH,ETH,NA,GAM,1,Member state,231,ESARO,34.32895226,7.67603842369,Gambella,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,0c840fdb-62ad-463b-b05b-2fce3c4c86bf,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,d4bd6f1b-48b0-4b4f-9bda-2537b2779a79,{A327B900-D802-477F-8B46-50FB89FECF6E},2014-05-01,184.29136475338868
AFRO,ET,GAMBELLA,ETHIOPIA,ET001017000000000000,ET001000000000000000,2019-01-01,9999-12-31,a327b900-d802-477f-8b46-50fb89fecf6e,ETH,ETH,NA,GAM,1,Member state,231,ESARO,34.32895226,7.67603842369,Gambella,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,0c840fdb-62ad-463b-b05b-2fce3c4c86bf,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,d4bd6f1b-48b0-4b4f-9bda-2537b2779a79,{A327B900-D802-477F-8B46-50FB89FECF6E},2014-06-01,126.96835023948407
AFRO,ET,GAMBELLA,ETHIOPIA,ET001017000000000000,ET001000000000000000,2019-01-01,9999-12-31,a327b900-d802-477f-8b46-50fb89fecf6e,ETH,ETH,NA,GAM,1,Member state,231,ESARO,34.32895226,7.67603842369,Gambella,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,0c840fdb-62ad-463b-b05b-2fce3c4c86bf,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,d4bd6f1b-48b0-4b4f-9bda-2537b2779a79,{A327B900-D802-477F-8B46-50FB89FECF6E},2014-07-01,172.1309342783285
AFRO,ET,GAMBELLA,ETHIOPIA,ET001017000000000000,ET001000000000000000,2019-01-01,9999-12-31,a327b900-d802-477f-8b46-50fb89fecf6e,ETH,ETH,NA,GAM,1,Member state,231,ESARO,34.32895226,7.67603842369,Gambella,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,0c840fdb-62ad-463b-b05b-2fce3c4c86bf,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,d4bd6f1b-48b0-4b4f-9bda-2537b2779a79,{A327B900-D802-477F-8B46-50FB89FECF6E},2014-08-01,204.70626514936356
AFRO,ET,GAMBELLA,ETHIOPIA,ET001017000000000000,ET001000000000000000,2019-01-01,9999-12-31,a327b900-d802-477f-8b46-50fb89fecf6e,ETH,ETH,NA,GAM,1,Member state,231,ESARO,34.32895226,7.67603842369,Gambella,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,0c840fdb-62ad-463b-b05b-2fce3c4c86bf,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,d4bd6f1b-48b0-4b4f-9bda-2537b2779a79,{A327B900-D802-477F-8B46-50FB89FECF6E},2014-09-01,139.40453147888184
AFRO,ET,GAMBELLA,ETHIOPIA,ET001017000000000000,ET001000000000000000,2019-01-01,9999-12-31,a327b900-d802-477f-8b46-50fb89fecf6e,ETH,ETH,NA,GAM,1,Member state,231,ESARO,34.32895226,7.67603842369,Gambella,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,0c840fdb-62ad-463b-b05b-2fce3c4c86bf,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,d4bd6f1b-48b0-4b4f-9bda-2537b2779a79,{A327B900-D802-477F-8B46-50FB89FECF6E},2014-10-01,161.7427539369504
AFRO,ET,GAMBELLA,ETHIOPIA,ET001017000000000000,ET001000000000000000,2019-01-01,9999-12-31,a327b900-d802-477f-8b46-50fb89fecf6e,ETH,ETH,NA,GAM,1,Member state,231,ESARO,34.32895226,7.67603842369,Gambella,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,0c840fdb-62ad-463b-b05b-2fce3c4c86bf,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,d4bd6f1b-48b0-4b4f-9bda-2537b2779a79,{A327B900-D802-477F-8B46-50FB89FECF6E},2014-11-01,56.441110889275684
AFRO,ET,GAMBELLA,ETHIOPIA,ET001017000000000000,ET001000000000000000,2019-01-01,9999-12-31,a327b900-d802-477f-8b46-50fb89fecf6e,ETH,ETH,NA,GAM,1,Member state,231,ESARO,34.32895226,7.67603842369,Gambella,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,0c840fdb-62ad-463b-b05b-2fce3c4c86bf,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,d4bd6f1b-48b0-4b4f-9bda-2537b2779a79,{A327B900-D802-477F-8B46-50FB89FECF6E},2014-12-01,8.680947665229096
AFRO,ET,HARARI,ETHIOPIA,ET001018000000000000,ET001000000000000000,2019-01-01,9999-12-31,df181c55-a486-46bb-b53c-44c2a113835d,ETH,ETH,NA,HAR,1,Member state,231,ESARO,42.1106084185,9.25574831065,Harari,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,cd3d86b5-7980-4368-aa78-a339ae05f9c0,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,6a6b7b71-4784-4435-a5b3-97dedb3e8753,{DF181C55-A486-46BB-B53C-44C2A113835D},2014-01-01,9.009257555007935
AFRO,ET,HARARI,ETHIOPIA,ET001018000000000000,ET001000000000000000,2019-01-01,9999-12-31,df181c55-a486-46bb-b53c-44c2a113835d,ETH,ETH,NA,HAR,1,Member state,231,ESARO,42.1106084185,9.25574831065,Harari,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,cd3d86b5-7980-4368-aa78-a339ae05f9c0,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,6a6b7b71-4784-4435-a5b3-97dedb3e8753,{DF181C55-A486-46BB-B53C-44C2A113835D},2014-02-01,13.8666299978892
AFRO,ET,HARARI,ETHIOPIA,ET001018000000000000,ET001000000000000000,2019-01-01,9999-12-31,df181c55-a486-46bb-b53c-44c2a113835d,ETH,ETH,NA,HAR,1,Member state,231,ESARO,42.1106084185,9.25574831065,Harari,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,cd3d86b5-7980-4368-aa78-a339ae05f9c0,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,6a6b7b71-4784-4435-a5b3-97dedb3e8753,{DF181C55-A486-46BB-B53C-44C2A113835D},2014-03-01,86.07933616638184
AFRO,ET,HARARI,ETHIOPIA,ET001018000000000000,ET001000000000000000,2019-01-01,9999-12-31,df181c55-a486-46bb-b53c-44c2a113835d,ETH,ETH,NA,HAR,1,Member state,231,ESARO,42.1106084185,9.25574831065,Harari,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,cd3d86b5-7980-4368-aa78-a339ae05f9c0,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,6a6b7b71-4784-4435-a5b3-97dedb3e8753,{DF181C55-A486-46BB-B53C-44C2A113835D},2014-04-01,118.15530586242676
AFRO,ET,HARARI,ETHIOPIA,ET001018000000000000,ET001000000000000000,2019-01-01,9999-12-31,df181c55-a486-46bb-b53c-44c2a113835d,ETH,ETH,NA,HAR,1,Member state,231,ESARO,42.1106084185,9.25574831065,Harari,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,cd3d86b5-7980-4368-aa78-a339ae05f9c0,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,6a6b7b71-4784-4435-a5b3-97dedb3e8753,{DF181C55-A486-46BB-B53C-44C2A113835D},2014-05-01,106.82392247517903
AFRO,ET,HARARI,ETHIOPIA,ET001018000000000000,ET001000000000000000,2019-01-01,9999-12-31,df181c55-a486-46bb-b53c-44c2a113835d,ETH,ETH,NA,HAR,1,Member state,231,ESARO,42.1106084185,9.25574831065,Harari,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,cd3d86b5-7980-4368-aa78-a339ae05f9c0,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,6a6b7b71-4784-4435-a5b3-97dedb3e8753,{DF181C55-A486-46BB-B53C-44C2A113835D},2014-06-01,32.056216875712074
AFRO,ET,HARARI,ETHIOPIA,ET001018000000000000,ET001000000000000000,2019-01-01,9999-12-31,df181c55-a486-46bb-b53c-44c2a113835d,ETH,ETH,NA,HAR,1,Member state,231,ESARO,42.1106084185,9.25574831065,Harari,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,cd3d86b5-7980-4368-aa78-a339ae05f9c0,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,6a6b7b71-4784-4435-a5b3-97dedb3e8753,{DF181C55-A486-46BB-B53C-44C2A113835D},2014-07-01,126.0424976348877
AFRO,ET,HARARI,ETHIOPIA,ET001018000000000000,ET001000000000000000,2019-01-01,9999-12-31,df181c55-a486-46bb-b53c-44c2a113835d,ETH,ETH,NA,HAR,1,Member state,231,ESARO,42.1106084185,9.25574831065,Harari,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,cd3d86b5-7980-4368-aa78-a339ae05f9c0,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,6a6b7b71-4784-4435-a5b3-97dedb3e8753,{DF181C55-A486-46BB-B53C-44C2A113835D},2014-08-01,141.9266045888265
AFRO,ET,HARARI,ETHIOPIA,ET001018000000000000,ET001000000000000000,2019-01-01,9999-12-31,df181c55-a486-46bb-b53c-44c2a113835d,ETH,ETH,NA,HAR,1,Member state,231,ESARO,42.1106084185,9.25574831065,Harari,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,cd3d86b5-7980-4368-aa78-a339ae05f9c0,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,6a6b7b71-4784-4435-a5b3-97dedb3e8753,{DF181C55-A486-46BB-B53C-44C2A113835D},2014-09-01,270.12787373860675
AFRO,ET,HARARI,ETHIOPIA,ET001018000000000000,ET001000000000000000,2019-01-01,9999-12-31,df181c55-a486-46bb-b53c-44c2a113835d,ETH,ETH,NA,HAR,1,Member state,231,ESARO,42.1106084185,9.25574831065,Harari,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,cd3d86b5-7980-4368-aa78-a339ae05f9c0,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,6a6b7b71-4784-4435-a5b3-97dedb3e8753,{DF181C55-A486-46BB-B53C-44C2A113835D},2014-10-01,90.275543212890625
AFRO,ET,HARARI,ETHIOPIA,ET001018000000000000,ET001000000000000000,2019-01-01,9999-12-31,df181c55-a486-46bb-b53c-44c2a113835d,ETH,ETH,NA,HAR,1,Member state,231,ESARO,42.1106084185,9.25574831065,Harari,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,cd3d86b5-7980-4368-aa78-a339ae05f9c0,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,6a6b7b71-4784-4435-a5b3-97dedb3e8753,{DF181C55-A486-46BB-B53C-44C2A113835D},2014-11-01,15.517669439315796
AFRO,ET,HARARI,ETHIOPIA,ET001018000000000000,ET001000000000000000,2019-01-01,9999-12-31,df181c55-a486-46bb-b53c-44c2a113835d,ETH,ETH,NA,HAR,1,Member state,231,ESARO,42.1106084185,9.25574831065,Harari,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,cd3d86b5-7980-4368-aa78-a339ae05f9c0,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,6a6b7b71-4784-4435-a5b3-97dedb3e8753,{DF181C55-A486-46BB-B53C-44C2A113835D},2014-12-01,5.829036911328633
AFRO,ET,OROMIYA,ETHIOPIA,ET001019000000000000,ET001000000000000000,2019-01-01,9999-12-31,9903b6fb-7048-4c10-b70d-3442755e2a38,ETH,ETH,NA,ORO,1,Member state,231,ESARO,38.5691909803,7.58949964483,Oromiya,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,Ethiopia,NA,NA,1f024f9f-9542-495b-a8db-5e7bf2590088,e9f231cb-35e1-467b-8b7c-067df2b9b8f5,NA,6baa0bcd-b6c4-44df-b3dc-02e7858b87bc,{9903B6FB-7048-4C10-B70D-3442755E2A38},2014-01-01,8.925269835288677
